1.00000000000000E+00   0.00000000000000E+00
9.99997532600929E-01   -3.50066363072945E-07
9.99990130428069E-01   -1.40025540817938E-06
9.99977793554475E-01   -3.15053720435457E-06
9.99960522101908E-01   -5.60086183546382E-06
9.99938316240830E-01   -8.75115942412784E-06
9.99911176190404E-01   -1.26013401363031E-05
9.99879102218492E-01   -1.71512941879173E-05
9.99842094641650E-01   -2.24008918526932E-05
9.99800153825128E-01   -2.83499834712678E-05
9.99753280182866E-01   -3.49983994616661E-05
9.99701474177486E-01   -4.23459503317292E-05
9.99644736320295E-01   -5.03924266924931E-05
9.99583067171270E-01   -5.91375992726721E-05
9.99516467339062E-01   -6.85812189353303E-05
9.99444937480985E-01   -7.87230166957406E-05
9.99368478303009E-01   -8.95627037396240E-05
9.99287090559755E-01   -1.01099971444814E-04
9.99200775054488E-01   -1.13334491401986E-04
9.99109532639106E-01   -1.26265915438752E-04
9.99013364214136E-01   -1.39893875643870E-04
9.98912270728721E-01   -1.54217984393500E-04
9.98806253180613E-01   -1.69237834378569E-04
9.98695312616162E-01   -1.84952998633452E-04
9.98579450130307E-01   -2.01363030566283E-04
9.98458666866564E-01   -2.18467463990366E-04
9.98332964017015E-01   -2.36265813157281E-04
9.98202342822296E-01   -2.54757572790847E-04
9.98066804571586E-01   -2.73942218122848E-04
9.97926350602593E-01   -2.93819204929903E-04
9.97780982301540E-01   -3.14387969571956E-04
9.97630701103154E-01   -3.35647929031847E-04
9.97475508490650E-01   -3.57598480955638E-04
9.97315405995716E-01   -3.80239003695839E-04
9.97150395198499E-01   -4.03568856354334E-04
9.96980477727590E-01   -4.27587378827267E-04
9.96805655260004E-01   -4.52293891851650E-04
9.96625929521170E-01   -4.77687697052292E-04
9.96441302284907E-01   -5.03768076990657E-04
9.96251775373412E-01   -5.30534295215336E-04
9.96057350657239E-01   -5.57985596312822E-04
9.95858030055281E-01   -5.86121205960064E-04
9.95653815534753E-01   -6.14940330978549E-04
9.95444709111169E-01   -6.44442159389258E-04
9.95230712848326E-01   -6.74625860468632E-04
9.95011828858279E-01   -7.05490584806510E-04
9.94788059301325E-01   -7.37035464364616E-04
9.94559406385981E-01   -7.69259612536168E-04
9.94325872368957E-01   -8.02162124207650E-04
9.94087459555140E-01   -8.35742075820471E-04
9.93844170297569E-01   -8.69998525434810E-04
9.93596006997410E-01   -9.04930512794148E-04
9.93342972103934E-01   -9.40537059390916E-04
9.93085068114494E-01   -9.76817168533669E-04
9.92822297574499E-01   -1.01376982541486E-03
9.92554663077387E-01   -1.05139399718033E-03
9.92282167264603E-01   -1.08968863299928E-03
9.92004812825570E-01   -1.12865266413623E-03
