 -2.90949568545124e-03   -1.84159682226139e-02
 -2.90974161422099e-03   -1.84165451208992e-02
 -2.91003101292603e-03   -1.84171606509395e-02
 -2.91034419966905e-03   -1.84178142803908e-02
 -2.91067787242259e-03   -1.84185076959908e-02
 -2.91103436278664e-03   -1.84192434333381e-02
 -2.91141499721357e-03   -1.84200240335128e-02
 -2.91182011972922e-03   -1.84208520539422e-02
 -2.91224990369271e-03   -1.84217301808701e-02
 -2.91270505632470e-03   -1.84226613285705e-02
 -2.91318746359253e-03   -1.84236487314416e-02
 -2.91370053394973e-03   -1.84246959980458e-02
 -2.91424891931777e-03   -1.84258070859046e-02
 -2.91483738571623e-03   -1.84269861678936e-02
 -2.91546980070837e-03   -1.84282375142416e-02
 -2.91614866955324e-03   -1.84295654455288e-02
 -2.91687555742493e-03   -1.84309743999742e-02
 -2.91765207157413e-03   -1.84324690732550e-02
 -2.91848034519729e-03   -1.84340544952481e-02
 -2.91936326016011e-03   -1.84357360741304e-02
 -2.92030443518342e-03   -1.84375196112901e-02
 -2.92130805877611e-03   -1.84394112972553e-02
 -2.92237870101165e-03   -1.84414177058779e-02
 -2.92352129678784e-03   -1.84435458115190e-02
 -2.92474107008169e-03   -1.84458029997426e-02
 -2.92604355996715e-03   -1.84481970921815e-02
 -2.92743465666150e-03   -1.84507363738756e-02
 -2.92892064931789e-03   -1.84534296233620e-02
 -2.93050827370361e-03   -1.84562861440579e-02
 -2.93220474756120e-03   -1.84593157954385e-02
 -2.93401782346421e-03   -1.84625290278969e-02
 -2.93595600058582e-03   -1.84659369395006e-02
 -2.93802809586221e-03   -1.84695512521579e-02
 -2.94024373723930e-03   -1.84733844077110e-02
 -2.94261374105824e-03   -1.84774496509226e-02
 -2.94514899556127e-03   -1.84817609225963e-02
 -2.94786178235903e-03   -1.84863330673733e-02
 -2.95076511266512e-03   -1.84911817887852e-02
 -2.95387322388215e-03   -1.84963237552378e-02
 -2.95720173066771e-03   -1.85017766637958e-02
 -2.96076641741041e-03   -1.85075591317080e-02
 -2.96458477460152e-03   -1.85136909424416e-02
 -2.96867710420029e-03   -1.85201932388468e-02
 -2.97306480251044e-03   -1.85270883562146e-02
 -2.97776972947599e-03   -1.85343997971081e-02
 -2.98281523591465e-03   -1.85421524216025e-02
 -2.98822837551073e-03   -1.85503727924251e-02
 -2.99404009608453e-03   -1.85590892630369e-02
 -3.00028001747243e-03   -1.85683313718171e-02
 -3.00697956658339e-03   -1.85781303127447e-02
 -3.01417847750249e-03   -1.85885198418318e-02
 -3.02191876970929e-03   -1.85995355748764e-02
 -3.03024155540779e-03   -1.86112146499433e-02
 -3.03919233941310e-03   -1.86235964842837e-02
 -3.04882622079635e-03   -1.86367235204893e-02
 -3.05920040210895e-03   -1.86506403383758e-02
 -3.07037001962301e-03   -1.86653931930598e-02
 -3.08240166884802e-03   -1.86810318321762e-02
 -3.09537208406115e-03   -1.86976093986536e-02
 -3.10936226858061e-03   -1.87151817427703e-02
 -3.12445730782374e-03   -1.87338074611004e-02
 -3.14074766372576e-03   -1.87535481195899e-02
 -3.15833349930027e-03   -1.87744688582161e-02
 -3.17733428585709e-03   -1.87966396638525e-02
 -3.19787434208638e-03   -1.88201335253316e-02
 -3.22007988810596e-03   -1.88450260562541e-02
 -3.24408107952774e-03   -1.88713957393571e-02
 -3.27003449058079e-03   -1.88993267718466e-02
 -3.29812266989857e-03   -1.89289089184903e-02
 -3.32852729352897e-03   -1.89602339408982e-02
 -3.36144059964166e-03   -1.89933969065807e-02
 -3.39707486550826e-03   -1.90284971843707e-02
 -3.43567819581294e-03   -1.90656401622470e-02
 -3.47746854224468e-03   -1.91049285058301e-02
 -3.52266683178928e-03   -1.91464660138779e-02
 -3.57160123465558e-03   -1.91903702268299e-02
 -3.62452865144816e-03   -1.92367492824601e-02
 -3.68164981058756e-03   -1.92857033787429e-02
 -3.74334865162115e-03   -1.93373536883389e-02
 -3.80996600064327e-03   -1.93918130754681e-02
 -3.88177624013705e-03   -1.94491824533040e-02
 -3.89782208358667e-03   -1.94618552238013e-02
 -3.92270950397805e-03   -1.95026050828125e-02
 -3.95660832031300e-03   -1.95567305950516e-02
 -3.99322016207309e-03   -1.96134723891931e-02
 -4.03272067613234e-03   -1.96729196001239e-02
 -4.07540736728338e-03   -1.97351598858191e-02
 -4.12175344858684e-03   -1.98002757177681e-02
 -4.17223303782994e-03   -1.98683426013004e-02
 -4.22731918867029e-03   -1.99394278470375e-02
 -4.28730372309640e-03   -2.00135942881545e-02
 -4.35275200551330e-03   -2.00908884220037e-02
 -4.42376464613059e-03   -2.01713605514768e-02
 -4.50172870751024e-03   -2.02549955080600e-02
 -4.58832132481517e-03   -2.03417204592116e-02
 -4.68382556941808e-03   -2.04314906003125e-02
 -4.78936268395482e-03   -2.05241805247416e-02
 -4.90630669340987e-03   -2.06195908418465e-02
 -5.03624027605706e-03   -2.07174319166382e-02
 -5.18101763638201e-03   -2.08172962129829e-02
 -5.34286271730568e-03   -2.09186191803629e-02
 -5.52450557430321e-03   -2.10206240695405e-02
 -5.72932928004457e-03   -2.11222486937169e-02
 -5.73407351739855e-03   -2.11244105348197e-02
 -6.00898399383996e-03   -2.11688959222262e-02
 -6.33534196886723e-03   -2.11975863616233e-02
 -6.71974206631970e-03   -2.12020152373517e-02
 -7.18329564322932e-03   -2.11698229823443e-02
 -7.75298945730501e-03   -2.10839692690482e-02
 -7.85049493319339e-03   -2.10665858398585e-02
 -8.49989479323339e-03   -2.06785335262652e-02
 -9.33532176828809e-03   -2.01484677299312e-02
 -9.56161414695607e-03   -1.99979827056641e-02
 -9.97507517622430e-03   -1.95421396463459e-02
 -1.05195941458331e-02   -1.89788035013166e-02
 -1.07625336687137e-02   -1.87366624449865e-02
 -1.10172186719998e-02   -1.83156274721802e-02
 -1.14758733381206e-02   -1.75766700255194e-02
 -1.15432037400942e-02   -1.73641491454753e-02
 -1.18377391337897e-02   -1.65306293829199e-02
 -1.19884564611064e-02   -1.55782960193494e-02
 -1.19790028818861e-02   -1.46959793441902e-02
