#N: 500
0.003944	0.000033	0.999992
0.014272	0.000474	0.999898
0.014541	0.000870	0.999894
0.026483	0.002106	0.999647
0.030552	0.003193	0.999528
0.037433	0.004949	0.999287
0.042377	0.006650	0.999080
0.052281	0.009885	0.998583
0.056256	0.011934	0.998345
0.061048	0.014258	0.998033
0.063252	0.016388	0.997863
0.074210	0.021344	0.997014
0.075793	0.023911	0.996837
0.078351	0.026895	0.996563
0.084269	0.032171	0.995924
0.095127	0.038565	0.994718
0.094867	0.041401	0.994629
0.101503	0.047424	0.993704
0.109930	0.054598	0.992439
0.112386	0.059125	0.991904
0.116136	0.065263	0.991087
0.120929	0.071840	0.990058
0.119917	0.075217	0.989930
0.127386	0.085438	0.988166
0.131178	0.091439	0.987133
0.126534	0.093944	0.987504
0.133837	0.104010	0.985530
0.132796	0.110264	0.984991
0.133140	0.114445	0.984467
0.134624	0.122752	0.983264
0.142661	0.136258	0.980348
0.141732	0.144313	0.979329
0.141110	0.149242	0.978680
0.142667	0.159106	0.976899
0.141762	0.166855	0.975737
0.137464	0.170428	0.975735
0.142289	0.185494	0.972289
0.138988	0.193017	0.971302
0.138895	0.200771	0.969742
0.134332	0.206691	0.969141
0.131189	0.213734	0.968043
0.132807	0.227896	0.964586
0.126459	0.232355	0.964375
0.127236	0.244946	0.961152
0.122465	0.251891	0.959976
0.116582	0.260264	0.958473
0.114082	0.270739	0.955869
0.110216	0.279480	0.953805
0.104921	0.286798	0.952228
0.098982	0.296189	0.949987
0.091866	0.297821	0.950191
0.086251	0.312634	0.945950
0.082217	0.319484	0.944018
0.072885	0.323488	0.943421
0.065617	0.329642	0.941823
0.057735	0.337375	0.939598
0.051074	0.343651	0.937707
0.044039	0.351040	0.935324
0.034521	0.359327	0.932573
0.027574	0.370377	0.928472
0.018359	0.369543	0.929032
0.007779	0.381632	0.924282
-0.003832	0.389112	0.921182
-0.012543	0.389646	0.920879
-0.022993	0.394835	0.918464
-0.031549	0.398783	0.916503
-0.043424	0.403572	0.913917
-0.053197	0.412673	0.909325
-0.064481	0.417409	0.906428
-0.076131	0.420789	0.903958
-0.087913	0.426178	0.900358
-0.098997	0.425598	0.899481
-0.111060	0.425844	0.897955
-0.127279	0.431767	0.892960
-0.139925	0.435932	0.889036
-0.152084	0.435811	0.887096
-0.160730	0.432741	0.887074
-0.175375	0.432497	0.884415
-0.186982	0.434880	0.880862
-0.204228	0.439133	0.874902
-0.217973	0.437999	0.872149
-0.226870	0.433771	0.871994
-0.244739	0.430727	0.868664
-0.257564	0.428764	0.865923
-0.271391	0.425881	0.863117
-0.284671	0.423861	0.859828
-0.298937	0.429457	0.852175
-0.311627	0.419139	0.852767
-0.324759	0.418142	0.848345
-0.344024	0.414134	0.842698
-0.354150	0.409550	0.840742
-0.368292	0.402925	0.837862
-0.380412	0.394724	0.836349
-0.397307	0.393111	0.829223
-0.411465	0.388750	0.824360
-0.425372	0.379875	0.821434
-0.437874	0.370251	0.819256
