  1.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00   0.00000000000000e+00 
  9.99652235088683e-01  -4.97410068541236e-05   0.00000000000000e+00   5.00000000000000e-04 
  9.99296981119162e-01  -1.00495712637694e-04   0.00000000000000e+00   1.00000000000000e-03 
  9.98934279994660e-01  -1.52257155455933e-04   0.00000000000000e+00   1.50000000000000e-03 
  9.98564173618401e-01  -2.05018373414065e-04   0.00000000000000e+00   2.00000000000000e-03 
  9.98186703893609e-01  -2.58772404617313e-04   0.00000000000000e+00   2.50000000000000e-03 
  9.97801912723508e-01  -3.13512287170899e-04   0.00000000000000e+00   3.00000000000000e-03 
  9.97409842011322e-01  -3.69231059180047e-04   0.00000000000000e+00   3.50000000000000e-03 
  9.97010533660275e-01  -4.25921758749980e-04   0.00000000000000e+00   4.00000000000000e-03 
  9.96604029573590e-01  -4.83577423985921e-04   0.00000000000000e+00   4.50000000000000e-03 
  9.96190371654491e-01  -5.42191092993093e-04   0.00000000000000e+00   5.00000000000000e-03 
  9.95769601806202e-01  -6.01755803876719e-04   0.00000000000000e+00   5.50000000000000e-03 
  9.95341761931948e-01  -6.62264594742022e-04   0.00000000000000e+00   6.00000000000000e-03 
  9.94906893934952e-01  -7.23710503694226e-04   0.00000000000000e+00   6.50000000000000e-03 
  9.94465039718436e-01  -7.86086568838553e-04   0.00000000000000e+00   7.00000000000000e-03 
  9.94016241185627e-01  -8.49385828280226e-04   0.00000000000000e+00   7.50000000000000e-03 
  9.93560540239747e-01  -9.13601320124468e-04   0.00000000000000e+00   8.00000000000000e-03 
  9.93097978784021e-01  -9.78726082476503e-04   0.00000000000000e+00   8.50000000000000e-03 
  9.92628598721672e-01  -1.04475315344155e-03   0.00000000000000e+00   9.00000000000000e-03 
  9.92152441955923e-01  -1.11167557112484e-03   0.00000000000000e+00   9.50000000000000e-03 
  9.91669550390000e-01  -1.17948637363159e-03   0.00000000000000e+00   1.00000000000000e-02 
  9.91179965927126e-01  -1.24817859906703e-03   0.00000000000000e+00   1.05000000000000e-02 
  9.90683730470524e-01  -1.31774528553637e-03   0.00000000000000e+00   1.10000000000000e-02 
  9.90180885923418e-01  -1.38817947114485e-03   0.00000000000000e+00   1.15000000000000e-02 
  9.89671474189033e-01  -1.45947419399768e-03   0.00000000000000e+00   1.20000000000000e-02 
  9.89155537170592e-01  -1.53162249220008e-03   0.00000000000000e+00   1.25000000000000e-02 
  9.88633116771320e-01  -1.60461740385729e-03   0.00000000000000e+00   1.30000000000000e-02 
  9.88104254894439e-01  -1.67845196707451e-03   0.00000000000000e+00   1.35000000000000e-02 
  9.87568993443173e-01  -1.75311921995699e-03   0.00000000000000e+00   1.40000000000000e-02 
  9.87027374320748e-01  -1.82861220060993e-03   0.00000000000000e+00   1.45000000000000e-02 
  9.86479439430386e-01  -1.90492394713857e-03   0.00000000000000e+00   1.50000000000000e-02 
  9.85925230675311e-01  -1.98204749764812e-03   0.00000000000000e+00   1.55000000000000e-02 
  9.85364789958747e-01  -2.05997589024381e-03   0.00000000000000e+00   1.60000000000000e-02 
  9.84798159183919e-01  -2.13870216303087e-03   0.00000000000000e+00   1.65000000000000e-02 
  9.84225380254049e-01  -2.21821935411450e-03   0.00000000000000e+00   1.70000000000000e-02 
  9.83646495072363e-01  -2.29852050159995e-03   0.00000000000000e+00   1.75000000000000e-02 
  9.83061545542082e-01  -2.37959864359242e-03   0.00000000000000e+00   1.80000000000000e-02 
  9.82470573566433e-01  -2.46144681819715e-03   0.00000000000000e+00   1.85000000000000e-02 
  9.81873621048637e-01  -2.54405806351936e-03   0.00000000000000e+00   1.90000000000000e-02 
  9.81270729891920e-01  -2.62742541766427e-03   0.00000000000000e+00   1.95000000000000e-02 
  9.80661941999505e-01  -2.71154191873710e-03   0.00000000000000e+00   2.00000000000000e-02 
  9.80047299274616e-01  -2.79640060484307e-03   0.00000000000000e+00   2.05000000000000e-02 
  9.79426843620476e-01  -2.88199451408742e-03   0.00000000000000e+00   2.10000000000000e-02 
  9.78800616940311e-01  -2.96831668457536e-03   0.00000000000000e+00   2.15000000000000e-02 
  9.78168661137343e-01  -3.05536015441211e-03   0.00000000000000e+00   2.20000000000000e-02 
  9.77531018114796e-01  -3.14311796170290e-03   0.00000000000000e+00   2.25000000000000e-02 
  9.76887729775894e-01  -3.23158314455295e-03   0.00000000000000e+00   2.30000000000000e-02 
  9.76238838023862e-01  -3.32074874106749e-03   0.00000000000000e+00   2.35000000000000e-02 
  9.75584384761922e-01  -3.41060778935173e-03   0.00000000000000e+00   2.40000000000000e-02 
  9.74924411893299e-01  -3.50115332751091e-03   0.00000000000000e+00   2.45000000000000e-02 
  9.74258961321217e-01  -3.59237839365024e-03   0.00000000000000e+00   2.50000000000000e-02 
