#N: 200
0.000000	0.000000	1.000000
0.015754	0.001011	0.999875
0.031309	0.004037	0.999502
0.046470	0.009050	0.998879
0.061042	0.016007	0.998007
0.074835	0.024847	0.996886
0.087668	0.035493	0.995517
0.099362	0.047850	0.993900
0.109751	0.061811	0.992035
0.118677	0.077250	0.989923
0.125993	0.094031	0.987565
0.131566	0.112004	0.984960
0.135274	0.131005	0.982109
0.137010	0.150863	0.979014
0.136682	0.171394	0.975675
0.134217	0.192410	0.972093
0.129553	0.213711	0.968268
0.122650	0.235097	0.964202
0.113483	0.256360	0.959896
0.102046	0.277293	0.955351
0.088351	0.297684	0.950567
0.072427	0.317325	0.945547
0.054323	0.336008	0.940291
0.034105	0.353531	0.934801
0.011855	0.369695	0.929077
-0.012324	0.384308	0.923123
-0.038316	0.397187	0.916938
-0.065988	0.408156	0.910524
-0.095190	0.417053	0.903884
-0.125759	0.423725	0.897018
-0.157521	0.428035	0.889929
-0.190285	0.429857	0.882618
-0.223853	0.429084	0.875087
-0.258014	0.425621	0.867338
-0.292552	0.419395	0.859373
-0.327240	0.410346	0.851193
-0.361848	0.398435	0.842802
-0.396142	0.383642	0.834200
-0.429883	0.365965	0.825391
-0.462833	0.345421	0.816376
-0.494754	0.322049	0.807157
-0.525410	0.295905	0.797737
-0.554567	0.267066	0.788119
-0.582000	0.235626	0.778304
-0.607487	0.201700	0.768295
-0.630816	0.165420	0.758094
-0.651786	0.126935	0.747705
-0.670204	0.086413	0.737129
-0.685892	0.044036	0.726370
-0.698685	0.000000	0.715429
-0.708433	-0.045483	0.704311
-0.715003	-0.092189	0.693016
-0.718278	-0.139885	0.681549
-0.718159	-0.188323	0.669912
-0.714566	-0.237252	0.658109
-0.707440	-0.286411	0.646141
-0.696740	-0.335532	0.634012
-0.682448	-0.384347	0.621725
-0.664564	-0.432583	0.609283
-0.643112	-0.479967	0.596689
-0.618136	-0.526226	0.583947
-0.589699	-0.571092	0.571059
-0.557890	-0.614299	0.558029
-0.522813	-0.655587	0.544860
-0.484597	-0.694706	0.531555
-0.443386	-0.731412	0.518117
-0.399347	-0.765474	0.504550
-0.352663	-0.796673	0.490858
-0.303534	-0.824801	0.477043
-0.252177	-0.849668	0.463109
-0.198823	-0.871099	0.449060
-0.143716	-0.888936	0.434899
-0.087115	-0.903040	0.420630
-0.029287	-0.913290	0.406256
0.029489	-0.919586	0.391780
0.088930	-0.921849	0.377207
0.148742	-0.920022	0.362540
0.208630	-0.914068	0.347783
0.268295	-0.903974	0.332939
0.327436	-0.889750	0.318012
0.385754	-0.871425	0.303005
0.442951	-0.849055	0.287923
0.498735	-0.822715	0.272770
0.552817	-0.792504	0.257548
0.604917	-0.758541	0.242262
0.654763	-0.720967	0.226916
0.702097	-0.679943	0.211513
0.746668	-0.635648	0.196058
0.788242	-0.588281	0.180554
0.826600	-0.538057	0.165004
0.861538	-0.485209	0.149414
0.892869	-0.429983	0.133786
0.920427	-0.372640	0.118125
0.944063	-0.313451	0.102435
0.963651	-0.252699	0.086719
0.979083	-0.190676	0.070981
0.990276	-0.127682	0.055226
0.997168	-0.064020	0.039457
0.999720	-0.000000	0.023678
0.997914	0.064068	0.007893
0.991759	0.127873	-0.007893
0.981284	0.191105	-0.023678
0.966542	0.253457	-0.039457
0.947607	0.314627	-0.055226
0.924579	0.374320	-0.070981
0.897575	0.432249	-0.086719
0.866735	0.488136	-0.102435
0.832220	0.541715	-0.118125
0.794209	0.592734	-0.133786
0.752899	0.640952	-0.149414
0.708503	0.686147	-0.165004
0.661252	0.728112	-0.180554
0.611389	0.766658	-0.196058
0.559173	0.801616	-0.211513
0.504870	0.832836	-0.226916
0.448760	0.860188	-0.242262
0.391128	0.883565	-0.257548
0.332269	0.902881	-0.272770
0.272479	0.918072	-0.287923
0.212060	0.929095	-0.303005
0.151315	0.935934	-0.318012
0.090545	0.938591	-0.332939
0.030051	0.937093	-0.347783
-0.029871	0.931489	-0.362540
-0.088930	0.921849	-0.377207
-0.146841	0.908265	-0.391780
-0.203331	0.890850	-0.406256
-0.258133	0.869734	-0.420630
-0.310994	0.845071	-0.434899
-0.361674	0.817029	-0.449060
-0.409948	0.785794	-0.463109
-0.455605	0.751568	-0.477043
-0.498451	0.714567	-0.490858
-0.538310	0.675019	-0.504550
-0.575025	0.633167	-0.518117
-0.608459	0.589260	-0.531555
-0.638493	0.543557	-0.544860
-0.665030	0.496325	-0.558029
-0.687994	0.447834	-0.571059
-0.707329	0.398360	-0.583947
-0.723002	0.348180	-0.596689
-0.735001	0.297569	-0.609283
-0.743334	0.246804	-0.621725
-0.748032	0.196157	-0.634012
-0.749144	0.145896	-0.646141
-0.746742	0.096282	-0.658109
-0.740915	0.047568	-0.669912
-0.731772	0.000000	-0.681549
-0.719441	-0.046190	-0.693016
-0.704064	-0.090779	-0.704311
-0.685801	-0.133560	-0.715429
-0.664826	-0.174338	-0.726370
-0.641326	-0.212935	-0.737129
-0.615502	-0.249189	-0.747705
-0.587562	-0.282955	-0.758094
-0.557728	-0.314106	-0.768295
-0.526225	-0.342535	-0.778304
-0.493289	-0.368151	-0.788119
-0.459156	-0.390885	-0.797737
-0.424068	-0.410687	-0.807157
-0.388268	-0.427526	-0.816376
-0.351998	-0.441392	-0.825391
-0.315500	-0.452293	-0.834200
-0.279011	-0.460258	-0.842802
-0.242764	-0.465334	-0.851193
-0.206986	-0.467585	-0.859373
-0.171895	-0.467094	-0.867338
-0.137702	-0.463962	-0.875087
-0.104605	-0.458305	-0.882618
-0.072793	-0.450253	-0.889929
-0.042442	-0.439951	-0.897018
-0.013711	-0.427558	-0.903884
0.013252	-0.413243	-0.910524
0.038316	-0.397187	-0.916938
0.061367	-0.379577	-0.923123
0.082307	-0.360611	-0.929077
0.101056	-0.340493	-0.934801
0.117552	-0.319428	-0.940291
0.131751	-0.297628	-0.945547
0.143626	-0.275305	-0.950567
0.153171	-0.252672	-0.955351
0.160396	-0.229940	-0.959896
0.165329	-0.207316	-0.964202
0.168017	-0.185005	-0.968268
0.168522	-0.163205	-0.972093
0.166925	-0.142106	-0.975675
0.163322	-0.121890	-0.979014
0.157822	-0.102731	-0.982109
0.150550	-0.084788	-0.984960
0.141645	-0.068213	-0.987565
0.131256	-0.053140	-0.989923
0.119543	-0.039691	-0.992035
0.106677	-0.027974	-0.993900
0.092836	-0.018080	-0.995517
0.078205	-0.010083	-0.996886
0.062976	-0.004043	-0.998007
0.047343	-0.000000	-0.998879
0.031504	0.002023	-0.999502
0.015657	0.002019	-0.999875
0.000000	0.000000	-1.000000
