20	71
20.02	71
20.04	56
20.06	56
20.08	63
20.1	67
20.12	53
20.14	46
20.16	67
20.18	55
20.2	67
20.22	53
20.24	63
20.26	54
20.28	50
20.3	68
20.32	58
20.34	52
20.36	57
20.38	49
20.4	64
20.42	54
20.44	61
20.46	63
20.48	55
20.5	81
20.52	60
20.54	84
20.56	85
20.58	57
20.6	65
20.62	59
20.64	62
20.66	46
20.68	69
20.7	55
20.72	57
20.74	46
20.76	69
20.78	67
20.8	56
20.82	51
20.84	62
20.86	77
20.88	70
20.9	63
20.92	64
20.94	69
20.96	65
20.98	54
21	58
21.02	73
21.04	74
21.06	70
21.08	81
21.1	60
21.12	72
21.14	72
21.16	79
21.18	64
21.2	67
21.22	68
21.24	85
21.26	68
21.28	87
21.3	60
21.32	60
21.34	64
21.36	70
21.38	85
21.4	80
21.42	78
21.44	68
21.46	73
21.48	69
21.5	64
21.52	66
21.54	67
21.56	86
21.58	84
21.6	74
21.62	101
21.64	102
21.66	94
21.68	77
21.7	84
21.72	73
21.74	92
21.76	85
21.78	101
21.8	102
21.82	99
21.84	120
21.86	116
21.88	104
21.9	121
21.92	90
21.94	133
21.96	95
21.98	134
22	120
22.02	129
22.04	137
22.06	168
22.08	142
22.1	167
22.12	165
22.14	195
22.16	160
22.18	200
22.2	221
22.22	239
22.24	237
22.26	230
22.28	280
22.3	288
22.32	352
22.34	349
22.36	360
22.38	409
22.4	485
22.42	547
22.44	673
22.46	769
22.48	928
22.5	1128
22.52	1286
22.54	1543
22.56	1971
22.58	2432
22.6	3014
22.62	4515
22.64	6320
22.66	8640
22.68	11872
22.7	22313
22.72	48942
22.74	53727
22.76	51393
22.78	49738
22.8	51120
22.82	53959
22.84	54844
22.86	52921
22.88	40175
22.9	27057
22.92	19275
22.94	13264
22.96	8930
22.98	6249
23	4948
23.02	4090
23.04	3366
23.06	2986
23.08	2786
23.1	2437
23.12	2258
23.14	2001
23.16	1833
23.18	1741
23.2	1521
23.22	1433
23.24	1296
23.26	1218
23.28	1110
23.3	1039
23.32	971
23.34	867
23.36	863
23.38	782
23.4	752
23.42	763
23.44	714
23.46	648
23.48	613
23.5	596
23.52	586
23.54	519
23.56	553
23.58	528
23.6	453
23.62	546
23.64	528
23.66	475
23.68	442
23.7	469
23.72	432
23.74	454
23.76	416
23.78	423
23.8	418
23.82	376
23.84	416
23.86	407
23.88	363
23.9	428
23.92	459
23.94	393
23.96	407
23.98	418
24	361
24.02	422
24.04	413
24.06	390
24.08	420
24.1	416
24.12	427
24.14	402
24.16	379
24.18	411
24.2	349
24.22	339
24.24	379
24.26	336
24.28	316
24.3	333
24.32	340
24.34	346
24.36	303
24.38	317
24.4	313
24.42	272
